"RELADDR2","customer","bill type","SIC","billtype description","Search type","searchtype description","Long key","Customer name","Address 1","Address 2","Address 3","Town","Postal code","PRICING_SCHEDULE","SCHED_DESCRIPTION","Country code","Category 02","CUSTOMER_NATURE_DESCRIPTION","Category 21","CATEGORY_DESCRIPTION"
48069079,48069079,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003013","DHR.CEUNEN DANNY","","","SCHAAPSWEG 11","KOERSEL","3582","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069080,48069080,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003017","MEV.KUPPENS MARTINE","","","TRAMSTATIE 49","BORGLOON","3840","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069081,48069081,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003018","DHR.SELIS WALTHER","** DCD ** (20/09/11)","","BOEKHANDSVELDSTRAAT 20","ALKEN","3570","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069082,48069082,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003019","DHR.THIRY EDOUARD","PAT HAEMO","","KEVERSTRAAT 22","TONGEREN","3700","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069083,48069083,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003021","MEV.ARBIJN GERTRUDIS","PAT HAEMO LE 05012012","","JONKHERENBOS 10","BILZEN","3740","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069084,48069084,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003022","MEVR. BOSQUET MARIE","***PATIENT HEMO 20/09/2010***","","SINT-HUBERTUSSTRAAT 44","HASSELT","3500","BEAS","Belgium Adv. Pricing Schedule","BE","999","Default Customer Type","",""
48069085,48069085,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003023","DHR.HAESEN PATRICK","","","HEESSTRAAT 68","BILZEN","3740","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069086,48069086,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003024","DHR.MOORS GEERT","TRANSPLANTÉ 29/04/2011","","RIEMSTERWEG 260","BILZEN","3740","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069087,48069087,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003025","DHR.ROELS HANS","** TX ** (04/02/11)","","DIESTERSTRAAT 85/101","TENSSENDERLO","3980","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069088,48069088,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003026","MEVR REECKMANS MARRISJA","*** HEMO 100310 ***","","ZEREZOSTRAAT 17","LAAKDAL","2431","BEAS","Belgium Adv. Pricing Schedule","BE","999","Default Customer Type","",""
48069089,48069089,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003028","DHR.LEBON FREDERIK","PAT TRANSPLANTED","","MEEUWERSTRAAT 12","GENK","3600","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069090,48069090,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003029","DHR ARNAUTS GERARD","** HEMO ** (7/05/10)","","POLDERSTRAAT 1/C","WESTERLO","2260","BEAS","Belgium Adv. Pricing Schedule","BE","999","Default Customer Type","",""
48069091,48069091,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003030","MEV.RENDERS JULIA","PATIENTE EN HEMO  ==>15/11/11","","PAALSEWEG 35","TESSENDERLO","3980","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069092,48069092,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003031","DHR VAN DEN VEN HUGO","***PATIENT HEMO 10/05/2010****","","HERTEPAD 20","TESSENDERLO","3980","BEAS","Belgium Adv. Pricing Schedule","BE","999","Default Customer Type","",""
48069093,48069093,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003032","DHR.RENETTE HENRI","","","NIEUWSTRAAT 33","LUMMEN","3560","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069094,48069094,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003033","MEV.VANTHIENEN LUCIENNE","OVERLEDEN 20/06/2011","","GENEBROEKSTRAAT 80","BEVERLO","3581","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069095,48069095,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003034","DHR. DROOGMANS RENAAT","***PATIENT TX 10/05/2010*****","","PASTOOR VAN MIERLOLAAN 34 / 4","HEUSDEN-ZOLDER","3550","BEAS","Belgium Adv. Pricing Schedule","BE","999","Default Customer Type","",""
48069096,48069096,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003036","MW. ALTINTOP AKKADIN","PAT TRANSPLANTED","","KORHOENSTRAAT 12","KOERSEL","3582","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069097,48069097,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003037","DHR.MAESEN KRISTOF","","","KONIJNENSTRAAT 9","HECHTEL","3940","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069098,48069098,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003038","DHR.WILLEMS JULIANUS","PAT HAEMO","","HEERBAAN 89","KOERSEL","3582","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069099,48069099,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003039","MEV. CLAES ANNA","","","WERFTSTRAAT 11","VEERLE","2431","BEAS","Belgium Adv. Pricing Schedule","BE","EH1","Dialysis Home Patient","",""
48069100,48069100,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003040","DHR.MICHAUX MICHEL","","","GROTE BAAN 549","HELCHTEREN","3530","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069101,48069101,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003041","DHR.BOUWENS BENNY","","","KERKHOVENWEG 60","LEOPOLDSBURG","3970","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069102,48069102,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003042","DHR.VINCK PATRICK","","","SINT HUBERTUSSTRAAT 35 BUS 6","HASSELT","3500","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069103,48069103,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003043","MEV.CALADO REYES MELISSA","","","HET HUYS 6","HOUTHALEN-HELCHTEREN","3530","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069104,48069104,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003044","MEV.YUKSEL HATICE","","","KONING BOUDEWIJNLAAN 30 B21","GENK","3600","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069105,48069105,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003045","DHR. DELANOY JEAN","","","GEEBROEK 9","TONGEREN","3700","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069106,48069106,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003046","DHR.NOBEN LAMBERT","","","MILLERWEG 92","TONGEREN","3700","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069107,48069107,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003047","DHR.MEESTERS STEVEN","","HOOGSTRAAT 24","BUS 21","ZUTENDAAL","3690","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48069108,48069108,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003048","MME.BRULMANS ANNE-MARIE","","","CATBEEKSTRAAT 4","HOESELT","3730","BEAS","Belgium Adv. Pricing Schedule","BE","999","Default Customer Type","",""
48069109,48069109,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE235003049","DHR.CEUNEN JOZEF","","","HERTENRODESTRAAT 66","LUMMEN","3560","BEAS","Belgium Adv. Pricing Schedule","BE","999","Default Customer Type","",""
48069110,48069110,"S","S","Ship To Address Only","DC","Deactivated Trade Customer","BE235004001","VZW JESSA ZIEKENHUIS","CAMPUS VIRGA JESSE APOTHEEK","STADSOMVAART COUPLING","STADSOMVAART 11","HASSELT","3500","BEAS","Belgium Adv. Pricing Schedule","BE","104","Private Hospital","",""
48069111,48069111,"S","S","Ship To Address Only","C","Customers","BE235004002","BAXTER HEALTHCARE LTD/COUPL VIRGA JESSE","COUPLING VIRGA JESSE","","CAXTON WAY","THETFORD NORFOLK ENGLAND","IP24 3SE","BEAS","Belgium Adv. Pricing Schedule","BE","200","Inter-Company","",""
48069112,48069112,"S","S","Ship To Address Only","C","Customers","BE235900001","KATH.HOGESCHOOL LIMBURG VZW","DEP GEZONDHEIDSZORG M WELTENS","","OUDE LUIKERBAAN 79","HASSELT","3500","BEAS","Belgium Adv. Pricing Schedule","BE","E16","Faculty, Academy, School","",""
48069113,48069113,"S","S","Ship To Address Only","DC","Deactivated Trade Customer","BE236001001","APOTHEEK BOXBERG","","","LANDWAARTSLAAN 34","GENK","3600","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
48069114,48069114,"S","S","Ship To Address Only","C","Customers","BE237001001","D'DHONDT B. CHIRURG BVBA","","","HOLENTEERSTRAAT 2","TONGEREN","3700","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069115,48069115,"S","S","Ship To Address Only","C","Customers","BE237701001","BB FARMA MANAGENENT BVBA","APOTEEK TANS","","MAASTRICHTERSTEENWEG 11A B2","RIEMST","3770","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069116,48069116,"S","S","Ship To Address Only","C","Customers","BE238000001","LKO - LMC BVBA","","","SCHURHOVENVELD 3143","SINT-TRUIDEN","3800","BEAS","Belgium Adv. Pricing Schedule","BE","E02","Private Laboratory","",""
48069117,48069117,"S","S","Ship To Address Only","C","Customers","BE241001001","PHARMA SANTE SCRL","(PHARMACIE DU PEUPLE)","","RUE DE LA BOVERIE 379","SERAING","4100","BEAS","Belgium Adv. Pricing Schedule","BE","E06","Wholesalers","",""
48069118,48069118,"S","S","Ship To Address Only","C","Customers","BE245000001","MULTI-MEDI BVBA","AANKOOP- EN DIENSTENCENTRALE","","BOSPAD 5 BUS A","MEERHOUT","2450","BEAS","Belgium Adv. Pricing Schedule","BE","E06","Wholesalers","",""
48069119,48069119,"S","S","Ship To Address Only","C","Customers","BE282000001","APOTHEEK GOBERT BVBA","","","'T KLOOSTERHOF 11","SINT MICHIELS","8200","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
48069120,48069120,"S","S","Ship To Address Only","C","Customers","BE283000001","APOTHEEK VANDERHASSELT BVBA","","","KRAGENDIJK 45 BUS A","KNOKKE","8300","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
48069121,48069121,"S","S","Ship To Address Only","DC","Deactivated Trade Customer","BE284000001","APOTHEEK BRUNO PIERS","PIERS BVBA","","BREIDELSTRAAT 5","OOSTENDE","8400","BEAS","Belgium Adv. Pricing Schedule","BE","161","Pharmacy","",""
48069122,48069122,"S","S","Ship To Address Only","C","Customers","BE285200001","ARSEUS HEALTH NV","","","TEXTIELSTRAAT 24","WAREGEM","8790","BEAS","Belgium Adv. Pricing Schedule","BE","E06","Wholesalers","",""
48069123,48069123,"S","S","Ship To Address Only","C","Customers","BE286470001","DUBAERE - VOET B.V.B.A.","","","LOSTRAAT 6","LO-RENINGE","8647","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069124,48069124,"S","S","Ship To Address Only","C","Customers","BE287500001","VLIETRA NV","","","ZONNEKESTRAAT 13","BISSEGEM","8501","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069125,48069125,"S","S","Ship To Address Only","C","Customers","BE290300001","BVBA AP.VAN OVERBERGE -","VAN DEN STEEN","","LINDEKOUTERSTRAAT 2","MARIAKERKE (GENT)","9030","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069126,48069126,"S","S","Ship To Address Only","C","Customers","BE290310001","SOFAREX NV","","","MOERSTRAAT 60","DRONGEN","9031","BEAS","Belgium Adv. Pricing Schedule","BE","E06","Wholesalers","",""
48069127,48069127,"S","S","Ship To Address Only","C","Customers","BE295001001","PHARMADES","","","ALBERT LOUISASTRAAT 21","KAPELLEN (ANTW.)","2950","BEAS","Belgium Adv. Pricing Schedule","BE","E06","Wholesalers","",""
48069128,48069128,"S","S","Ship To Address Only","DC","Deactivated Trade Customer","BE298201001","FACULTEIT DIERENGENEESKUNDE","HEELKUNDE GROTE HUISDIEREN","TAV PROF. GASTHUYS","SALISBURYLAAN 133","MERELBEKE","9820","BEAS","Belgium Adv. Pricing Schedule","BE","999","Default Customer Type","",""
48069129,48069129,"S","S","Ship To Address Only","C","Customers","BE298202001","LABO IMMUNOLOGIE PROF COX","3DE VERDIEPING","","SALISBURYLAAN 133","MERELBEKE","9820","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069130,48069130,"S","S","Ship To Address Only","C","Customers","BE298900001","APOTHEEK FARCAS N.V.","","","STEENWEG 95","ASPER","9890","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069131,48069131,"S","S","Ship To Address Only","C","Customers","BE299402001","KATPHARMA NV","","","DE BOSSCHAERTSTRAAT 324","ANTWERPEN","2020","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069132,48069132,"S","S","Ship To Address Only","C","Customers","BE299403001","BVBA DE SERVICE APOTHEEK","","","SCHURHOVENVELD 2441","SINT-TRUIDEN","3800","BEAS","Belgium Adv. Pricing Schedule","BE","E06","Wholesalers","",""
48069133,48069133,"S","S","Ship To Address Only","C","Customers","BE300002001","ETS.FRANCAIS DU SANG ILE DE FR","LABO DE THERAPIE CELLULAIRE","SITE HENRI MONDOR","51,AV.M.DE LATTRE DE TASSIGNY","CRETEIL (FRANCE)","94010","BEAS","Belgium Adv. Pricing Schedule","FR","E14","Community","",""
48069134,48069134,"S","S","Ship To Address Only","C","Customers","BE339000001","APOTHEEK ST-JORIS","","","LEUVENSESTEENWEG 198","TIELT-WINGE","3390","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069135,48069135,"S","S","Ship To Address Only","C","Customers","BE393001001","BUDELPACK HAMONT NV","","","KLOCKNERSTRAAT 1","HAMONT-ACHEL","3930","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069136,48069136,"S","S","Ship To Address Only","C","Customers","BE400001001","KANEKA PHARMA EUROPE N.V.","TRAFFIC DIV/MR LEYSEN","","NIJVERHEIDSSTRAAT 16","OEVEL","2260","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069137,48069137,"S","S","Ship To Address Only","C","Customers","BE402541001","ADCOCK INGRAM","TRAVELPATIENT","",".",".",".","BEAS","Belgium Adv. Pricing Schedule","ZA","E14","Community","",""
48069138,48069138,"S","S","Ship To Address Only","C","Customers","BE402575001","BECTON DICKINSON","CENTRAL DISTRIBUTION CENTRE","","LAAGSTRAAT 57","TEMSE","9140","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069139,48069139,"S","S","Ship To Address Only","C","Customers","BE402634001","BOMI 2000 SRL","MAGAZZINO ALLEGIANCE","","VIA FIRENZE 5625","TREZANO ROSA (MI)","20060","BEAS","Belgium Adv. Pricing Schedule","IT","E14","Community","",""
48069140,48069140,"S","S","Ship To Address Only","C","Customers","BE406004001","EDWARDS LIFESCIENCES INC","CANADA","C/O SOURCE MEDICAL","1330 MEYERSIDE DRIVE DOOR#1","MISSISSAUGA ONTARIO","L5T 1C2","BEAS","Belgium Adv. Pricing Schedule","CA","E14","Community","",""
48069141,48069141,"S","S","Ship To Address Only","C","Customers","BE410041001","UCB PHARMA S.P.A.","","","PRAGLIA 15","PIANEZZA (TO) ITALY","10044","BEAS","Belgium Adv. Pricing Schedule","IT","E14","Community","",""
48069142,48069142,"S","S","Ship To Address Only","C","Customers","BE500100001","CERUS CORPORATION","","",".",".",".","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069143,48069143,"S","S","Ship To Address Only","C","Customers","BE535080001","MILTENYI BIOTEC B.V.","","","POSTBUS 85183","UTRECHT","3508AD","BEAS","Belgium Adv. Pricing Schedule","NL","E14","Community","",""
48069144,48069144,"S","S","Ship To Address Only","C","Customers","BE560026001","FENWAL EUROPE SPRL","VAT  BE0885.601.486","***OWNERSHIP CHANGES ONLY***","BLVD RENE BRANQUART 80","LESSINES","7860","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069145,48069145,"S","S","Ship To Address Only","C","Customers","BE560026002","FENWAL EUROPE SPRL","VAT  BE 0885.601.486","","BLVD DE LA PAIX 25","BRUXELLES (KOEKELBERG)","1081","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069146,48069146,"S","S","Ship To Address Only","C","Customers","BE560027001","FENWAL EUROPE SPRL","VAT  BE 0885.601.486","","BLVD DE LA PAIX 25","BRUXELLES (KOEKELBERG)","1081","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069174,48069174,"S","S","Ship To Address Only","C","Customers","BE101057001BSA","CHIREC ASBL-BRAINE-L'ALLEUD-","WATERLOO","","RUE WAYEZ 35","BRAINE-L'ALLEUD","1420","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48069218,48069218,"S","S","Ship To Address Only","C","Customers","BE201369001BSA","HEILIG HARTKLINIEK","APOTEEK","","WILGENSTRAAT 2","ROESELARE","8800","BEAS","Belgium Adv. Pricing Schedule","BE","E14","Community","",""
48071642,48071642,"S","S","Ship To Address Only","C","Customers","NL920201001","NIJ SMELLINGHE PROT.ZIEKENHUIS","APOTHEEK","","COMPAGNONSPLEIN 1","DRACHTEN","9202 NN","NLAS","NL Adv. Pricing Schedule","NL","104","Private Hospital","",""
48071727,48071727,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE48071727","M. Delaunois Jean-Marc","","Avenue Joseph Wauters 151","Avenue Joseph Wauters 151","Frameries","7080","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48071736,48071736,"S","S","Ship To Address Only","ZHP","Deactivated Home care Patient","BE48071736","MEVR. Henskens Roza","","Roosbeeksestraat 31","Roosbeeksestraat 31","Vertrijk","3370","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48071854,48071854,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE48071854","MME Nellissen Fernande","","Rue de la Limite 6","Rue de la Limite 6","Andrimont","4821","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48071873,48071873,"S","","Ship To Address Only","ZHP","Deactivated Home care Patient","BE48071873","MEVR. Bouckenooghe Carine","","Meeuwenlaan 18 bus 00007","Meeuwenlaan 18 bus 00007","Oostende","8400","BEAS","Belgium Adv. Pricing Schedule","BE","EHC","Home Care Customers","",""
48071903,48071903,"X","","Bill To and Ship To Address","I","Investors","BE48071903","Int. Acct BE - Clin. trials internal-B/S","Boulevard d'Angleterre, 2-4","","","Braine L'Alleud","1420","BEAS","Belgium Adv. Pricing Schedule","BE","","","",""
48071904,48071904,"X","","Bill To and Ship To Address","I","Investors","BE48071904","Int. Acct BE - Clin. trials internal-P/C","Boulevard d'Angleterre, 2-4","","","Braine L'Alleud","1420","BEAS","Belgium Adv. Pricing Schedule","BE","","","",""
48071905,48071905,"X","","Bill To and Ship To Address","I","Investors","BE48071905","Int. Acct BE - Donations internal - B/S","**GRADE HUMAN USE**","**GRADE SHU**","Boulevard d'Angleterre, 2-4","Braine L'Alleud","1420","BEAS","Belgium Adv. Pricing Schedule","BE","","","",""
48071906,48071906,"X","","Bill To and Ship To Address","I","Investors","BE48071906","Int. Acct BE - Donations internal - P/C","**GRADE HUMAN USE**","**SHU**","Boulevard d'Angleterre, 2-4","Braine L'Alleud","1420","BEAS","Belgium Adv. Pricing Schedule","BE","","","",""
48071907,48071907,"X","","Bill To and Ship To Address","I","Investors","BE48071907","Int. Acct BE - Replacements internal-B/S","Boulevard d'Angleterre, 2-4","","","Braine L'Alleud","1420","BEAS","Belgium Adv. Pricing Schedule","BE","","","",""
